label,filename,selected_path,sha256,duplicate_path_count,width_px,height_px
4.1,fig157_primary_rmse_comparison.png,reports/thesis_results/figures/fig157_primary_rmse_comparison.png,4b762acea8e1816ae8a5dc94a37886f07189610c282f1c4f5d285b6c7cf6218f,1,1846,1117
4.2,fig157_cl01_frequency_response.png,reports/thesis_results/figures/fig157_cl01_frequency_response.png,b411f95fcae6eaa85e37d56895fb77a85ba584ff80dee3c18555e32fdc669215,1,1846,1072
4.3,fig157_cl01_applied_gain_trajectories.png,reports/thesis_results/figures/fig157_cl01_applied_gain_trajectories.png,7ec96f353ce6684dd798dfb81e332c88a2d3b7105b742a04d60f5881afefbd12,1,1842,1512
4.4,fig157_cl01_dump_duty_response.png,reports/thesis_results/figures/fig157_cl01_dump_duty_response.png,52b6ce377c621be4f5ce2f408dfa5c3e451608797af34bccf0c4f1b1708a77e1,1,1846,1072
4.5,fig157_cl02_frequency_response.png,reports/thesis_results/figures/fig157_cl02_frequency_response.png,d1377e5144b425c5c9612441457e693880fc8f86b75656f1c0a99fb64259cd70,1,1846,1072
4.6,fig157_cl02_applied_gain_trajectories.png,reports/thesis_results/figures/fig157_cl02_applied_gain_trajectories.png,7fb5e878e00f8b27006187e1c79a6923a13eb88a11b5ffa5753158a3b7cae8f8,1,1842,1512
4.7,fig157_cl02_dump_duty_response.png,reports/thesis_results/figures/fig157_cl02_dump_duty_response.png,a1a8e741092112e7c253d10b41def2f754a2fd9addcb60bf98128599e52f94f7,1,1846,1072
4.8,fig157_computational_runtime_comparison.png,reports/thesis_results/figures/fig157_computational_runtime_comparison.png,8e1840e1d8f65dab493d4e8d8584eb613f635c08726ef5872a4db3e99d127c6f,1,1626,1074
