controller,independent_family_count,mean_primary_rmse_hz,mean_peak_abs_deviation_hz,mean_settling_time_s,mean_max_abs_rocof_hz_per_s,mean_avoidable_saturation_fraction,mean_duty_total_variation,mean_rmse_improvement_vs_fixed_pct,stable_family_count,rank_by_mean_primary_rmse
FIXED_PI,2,0.012478396116523686,0.08599800380640232,0.18874999999999997,1.5000000000000004,0.0,0.32213614422110026,0.0,2,1
LSTM_PI,2,0.013809947252479525,0.08599800380640232,0.19125000000000014,1.5000000000000004,0.0,0.37053701939293265,-5.420510268380087,2,2
QLSTM_PI,2,0.016150128696581133,0.08599800380640232,0.19125000000000014,1.5000000000000004,0.0,2.062963876401314,-22.275255417408452,2,3
