comparison,lstm,qlstm,qlstm_worse_than_lstm_pct
GAIN_REGRESSION_TEST_MSE,0.86862868,2.963549411758347,241.17563465189141
CLOSED_LOOP_PRIMARY_MEAN_RMSE_HZ,0.0138099472524795,0.01615012869658105,16.945621886292017
