scenario_id,family_key,fixed_pi_rmse_hz,lstm_pi_rmse_hz,qlstm_pi_rmse_hz,lstm_improvement_vs_fixed_pct,qlstm_improvement_vs_fixed_pct,qlstm_improvement_vs_lstm_pct,lowest_rmse_controller
CL01,D40_L-20,0.0166378614886982,0.0201603520516541,0.0239125395237236,-21.17153436665322,-43.72363623754746,-18.611716017933535,FIXED_PI
CL02,D20_L+10,0.0083189307443491,0.0074595424533049,0.0083877178694385,10.330513829892947,-0.8268745972687113,-12.442792864894518,LSTM_PI
