feature,train_mean,train_std,train_min,train_max
frequency_deviation_hz,3.337386389654714e-16,0.011815210318254889,-0.1146640050752267,0.1146640050752054
mechanical_power_kw,90.0,7.0710678118654755,80.0,100.0
electrical_power_kw,90.0000000000001,7.21950285455603,60.0,120.0
dump_power_kw,31.428571428571516,14.275213338693552,4.263396671205244,55.73660332878959
