controller,independent_family_count,mean_primary_rmse_hz,mean_peak_abs_deviation_hz,mean_settling_time_s,mean_max_abs_rocof_hz_per_s,mean_avoidable_saturation_fraction,mean_duty_total_variation,mean_rmse_improvement_vs_fixed_pct,stable_family_count,rank_by_mean_primary_rmse
FIXED_PI,2,0.0124783961165236,0.0859980038064023,0.1887499999999999,1.5000000000000004,0.0,0.3221361442211002,0.0,2,1
LSTM_PI,2,0.0138099472524795,0.0859980038064023,0.1912500000000001,1.5000000000000004,0.0,0.3705370193929326,-5.420510268380087,2,2
QLSTM_PI,2,0.0161501286965811,0.0859980038064023,0.1912500000000001,1.5000000000000004,0.0,2.062963876401314,-22.27525541740845,2,3
