scenario_id,family_key,controller,frequency_deviation_rmse_hz,rmse_improvement_vs_fixed_pct,peak_abs_frequency_deviation_hz,settling_time_s,max_abs_rocof_hz_per_s,dump_duty_total_variation,post_mean_kp,post_mean_ki,gain_clip_fraction,gain_rate_limit_fraction,stable_45_55_hz,primary_metric_rank_within_scenario
CL01,D40_L-20,FIXED_PI,0.0166378614886982,0.0,0.1146640050752054,0.2299999999999999,2.000000000000001,0.429514858961507,2.16,5.720000000000001,0.0,0.0,True,1
CL01,D40_L-20,LSTM_PI,0.0201603520516541,-21.171534366652956,0.1146640050752054,0.2400000000000002,2.000000000000001,0.4680539735930469,2.5395483717679905,3.0996782405864707,1.0,0.0405405405405405,True,2
CL01,D40_L-20,QLSTM_PI,0.0239125395237236,-43.72363623754763,0.1146640050752054,0.2375000000000002,2.000000000000001,3.702122384896186,2.6777061523433,4.8183423002964965,0.081081081081081,0.1756756756756756,True,3
CL02,D20_L+10,FIXED_PI,0.0083189307443491,0.0,0.0573320025375991,0.1474999999999999,0.9999999999999998,0.2147574294806935,2.16,5.720000000000001,0.0,0.0,True,2
CL02,D20_L+10,LSTM_PI,0.0074595424533049,10.330513829892778,0.0573320025375991,0.1425,0.9999999999999998,0.2730200651928184,2.9275899474619567,8.187257792406585,0.0,0.081081081081081,True,1
CL02,D20_L+10,QLSTM_PI,0.0083877178694385,-0.8268745972692716,0.0573320025375991,0.145,0.9999999999999998,0.4238053679064421,3.2606953558610656,13.20769943012426,0.6891891891891891,0.1081081081081081,True,3
