seed,ENDPOINT_MLP,LSTM,lstm_minus_mlp,lstm_improvement_vs_mlp_pct,winner
20260909,0.5198184651136398,0.5170130610466004,-0.002805404067039441,0.5396891906150619,LSTM
20260910,0.5234801143407821,0.5166379177570343,-0.0068421965837478504,1.3070595035618917,LSTM
20260911,0.5289584815502166,0.49409874856472014,-0.034859732985496494,6.590258820188157,LSTM
20260912,0.5320977061986923,0.4880782526731491,-0.04401945352554326,8.27281399877071,LSTM
20260913,0.5247725993394852,0.4799818336963654,-0.04479076564311979,8.535271410797082,LSTM
